mc_number,mc_number_anon,doi,Journal,doi_article_prefix,container.title,published.print,issue,title,volume,author,issn,year,match,mc_prefix
AEJMacro-2016-0023,NA,10.1257/mac.20160023,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-04-01,2,Did Unconventional Interventions Unfreeze the Credit Market?,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2018-0383,NA,10.1257/mac.20180383,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-01-01,1,"Temporary Price Changes, Inflation Regimes, and the Propagation of Monetary Shocks",12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2017-0203,NA,10.1257/mac.20170203,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-04-01,2,Consumer Imperfect Information and Endogenous Price Rigidity,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2016-0120,NA,10.1257/mac.20160120,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-04-01,2,"Predation, Protection, and Productivity: A Firm-Level Perspective",10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2017-0381,NA,10.1257/mac.20170381,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-04-01,2,Natural Resources and Global Misallocation,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2017-0080,NA,10.1257/mac.20170080,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-01-01,1,"Inventory Management, Product Quality, and Cross‑Country Income Differences",11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2018-0290,NA,10.1257/mac.20180290,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-07-01,3,Sticky Wage Models and Labor Supply Constraints,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2018-0427,NA,10.1257/mac.20180427,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2021-04-01,2,Monetary Policy and Bubbles in a New Keynesian Model with Overlapping Generations,13,,1945-7715,2021,TRUE,AEJMacro
AEJMacro-2017-0291,NA,10.1257/mac.20170291,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-04-01,2,"Changes in Between-Group Inequality: Computers, Occupations, and International Trade",11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2018-0090,NA,10.1257/mac.20180090,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-04-01,2,Deconstructing Monetary Policy Surprises— The Role of Information Shocks,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2015-0317,NA,10.1257/mac.20150317,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-01-01,1,When Is Foreign Exchange Intervention Effective? Evidence from 33 Countries,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2016-0327,NA,10.1257/mac.20160327,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-04-01,2,Proposition 13: An Equilibrium Analysis,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2019-0169,NA,10.1257/mac.20190169,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-10-01,4,Fighting Crises with Secrecy,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2016-0371,NA,10.1257/mac.20160371,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-04-01,2,"Failure to Launch: Housing, Debt Overhang, and the Inflation Option",11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2018-0190,NA,10.1257/mac.20180190,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-07-01,3,Liquidity and Consumption: Evidence from Three Post-Earthquake Reconstruction Programs in Italy,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2017-0189,NA,10.1257/mac.20170189,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-01-01,1,The Urban Mortality Transition and Poor-Country Urbanization,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2017-0269,NA,10.1257/mac.20170269,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-07-01,3,Endogenous Technology Adoption and R&amp;D as Sources of Business Cycle Persistence,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2015-0346,NA,10.1257/mac.20150346,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-01-01,1,Sustainable Shadow Banking,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2016-0312,NA,10.1257/mac.20160312,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-07-01,3,Mismatch Unemployment and the Geography of Job Search,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2017-0390,NA,10.1257/mac.20170390,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-01-01,1,"Learning, Career Paths, and the Distribution of Wages",11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2018-0005,NA,10.1257/mac.20180005,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-10-01,4,Some Evidence on Secular Drivers of US Safe Real Rates,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2015-0258,NA,10.1257/mac.20150258,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-01-01,1,Job Polarization and Structural Change,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2017-0388,NA,10.1257/mac.20170388,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-04-01,2,Housing Constraints and Spatial Misallocation,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2017-0402,NA,10.1257/mac.20170402,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-01-01,1,Firm Uncertainty Cycles and the Propagation of Nominal Shocks,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2015-0355,NA,10.1257/mac.20150355,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-01-01,1,Firms and the Decline in Earnings Inequality in Brazil,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2016-0419,NA,10.1257/mac.20160419,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-04-01,2,The Aging of the Baby Boomers: Demographics and Propagation of Tax Shocks,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2019-0008,NA,10.1257/mac.20190008,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-07-01,3,A Central Bank Theory of Price Level Determination,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2016-0244,NA,10.1257/mac.20160244,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-10-01,4,The Effect of Consumer Sentiment on Consumption: Cross-Sectional Evidence from Elections,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2016-0207,NA,10.1257/mac.20160207,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-04-01,2,Labor Market Uncertainty and Portfolio Choice Puzzles,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2016-0162,NA,10.1257/mac.20160162,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-04-01,2,Endogenous Infrastructure Development and Spatial Takeoff in the First Industrial Revolution,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2017-0162,NA,10.1257/mac.20170162,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-04-01,2,Reconsidering the Consequences of Worker Displacements: Firm versus Worker Perspective,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2016-0236,NA,10.1257/mac.20160236,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-04-01,2,"Wages, Human Capital, and Barriers to Structural Transformation",10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2018-0014,NA,10.1257/mac.20180014,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2021-07-01,3,"Fewer but Better: Sudden Stops, Firm Entry, and Financial Selection",13,,1945-7715,2021,TRUE,AEJMacro
AEJMacro-2017-0391,NA,10.1257/mac.20170391,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-04-01,2,Bond Convenience Yields and Exchange Rate Dynamics,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2015-0379,NA,10.1257/mac.20150379,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-10-01,4,International Transmission with Heterogeneous Sectors,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2017-0061,NA,10.1257/mac.20170061,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-01-01,1,Measuring Job-Finding Rates and Matching Efficiency with Heterogeneous Job-Seekers,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2015-0171,NA,10.1257/mac.20150171,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-10-01,4,Oil and Macroeconomic (In)Stability,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2018-0105,NA,10.1257/mac.20180105,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-10-01,4,Unemployment Cycles,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2016-0118,NA,10.1257/mac.20160118,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-10-01,4,A Model of Endogenous Loan Quality and the Collapse of the Shadow Banking System,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2017-0319,NA,10.1257/mac.20170319,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-01-01,1,Leverage and Deepening Business-Cycle Skewness,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2017-0436,NA,10.1257/mac.20170436,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-01-01,1,The Agricultural Wage Gap: Evidence from Brazilian Micro-data,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2015-0035,NA,10.1257/mac.20150035,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-10-01,4,"Low Real Interest Rates, Collateral Misrepresentation, and Monetary Policy",10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2021-0117,NA,10.1257/mac.20210117,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2024-07-01,3,Optimal Foreign Reserves and Central Bank Policy under Financial Stress,16,,1945-7715,2024,TRUE,AEJMacro
AEJMacro-2016-0054,NA,10.1257/mac.20160054,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-07-01,3,"Menu Costs, Aggregate Fluctuations, and Large Shocks",11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2014-0089,NA,10.1257/mac.20140089,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-01-01,1,The Relative Importance of Aggregate and Sectoral Shocks and the Changing Nature of Economic Fluctuations,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2018-0141,NA,10.1257/mac.20180141,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-07-01,3,Forward Guidance and Heterogeneous Beliefs,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2016-0065,NA,10.1257/mac.20160065,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-04-01,2,Capital Flows and Foreign Exchange Intervention,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2018-0296,NA,10.1257/mac.20180296,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-07-01,3,The Fall in Global Fertility: A Quantitative Model,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2017-0446,NA,10.1257/mac.20170446,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-04-01,2,Implications of Labor Market Frictions for Risk Aversion and Risk Premia,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2016-0365,NA,10.1257/mac.20160365,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-10-01,4,Optimal Taxation with Risky Human Capital,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2015-0245,NA,10.1257/mac.20150245,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-04-01,2,Cyclical Job Ladders by Firm Size and Firm Wage,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2015-0175,NA,10.1257/mac.20150175,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-07-01,3,"If Technology Has Arrived Everywhere, Why Has Income Diverged?",10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2018-0390,NA,10.1257/mac.20180390,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-01-01,1,Rational Inattention in Hiring Decisions,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2018-0019,NA,10.1257/mac.20180019,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-07-01,3,The Currency Composition of Sovereign Debt,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2016-0124,NA,10.1257/mac.20160124,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-04-01,2,Dynamic Debt Deleveraging and Optimal Monetary Policy,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2015-0191,NA,10.1257/mac.20150191,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-07-01,3,Corporate Cash and Employment,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2014-0075,NA,10.1257/mac.20140075,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-04-01,2,"Entry and Exit, Multiproduct Firms, and Allocative Distortions",10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2014-0181,NA,10.1257/mac.20140181,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-07-01,3,The Firm Size Distribution across Countries and Skill-Biased Change in Entrepreneurial Technology,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2017-0176,NA,10.1257/mac.20170176,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-01-01,1,The Weak Job Recovery in a Macro Model of Search and Recruiting Intensity,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2018-0207,NA,10.1257/mac.20180207,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-04-01,2,Uninsured Unemployment Risk and Optimal Monetary Policy in a Zero-Liquidity Economy,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2017-0294,NA,10.1257/mac.20170294,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-01-01,1,"Monetary Policy, Real Activity, and Credit Spreads: Evidence from Bayesian Proxy SVARs",11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2020-0283,NA,10.1257/mac.20200283,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2022-07-01,3,Cournot Fire Sales,14,,1945-7715,2022,TRUE,AEJMacro
AEJMacro-2017-0434,NA,10.1257/mac.20170434,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-07-01,3,Trade-Induced Structural Change and the Skill Premium,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2017-0367,NA,10.1257/mac.20170367,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-01-01,1,A Model of Secular Stagnation: Theory and Quantitative Evaluation,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2020-0119,NA,10.1257/mac.20200119,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2022-10-01,4,Neo-Fisherian Policies and Liquidity Traps,14,,1945-7715,2022,TRUE,AEJMacro
AEJMacro-2017-0040,NA,10.1257/mac.20170040,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-07-01,3,Liquidity Traps and Monetary Policy: Managing a Credit Crunch,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2018-0011,NA,10.1257/mac.20180011,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-10-01,4,A Macroeconomic Framework for Quantifying Systemic Risk,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2017-0097,NA,10.1257/mac.20170097,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-01-01,1,The Collateral Composition Channel,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2017-0403,NA,10.1257/mac.20170403,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-01-01,1,Older Americans Would Work Longer if Jobs Were Flexible,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2016-0211,NA,10.1257/mac.20160211,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-04-01,2,Investment Hangover and the Great Recession,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2018-0449,NA,10.1257/mac.20180449,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2021-01-01,1,Ten Facts on Declining Business Dynamism and Lessons from Endogenous Growth Theory,13,,1945-7715,2021,TRUE,AEJMacro
AEJMacro-2016-0405,NA,10.1257/mac.20160405,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-07-01,3,Constrained Efficiency in a Human Capital Model,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2016-0140,NA,10.1257/mac.20160140,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-07-01,3,Optimal Capital Requirements over the Business and Financial Cycles,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2016-0400,NA,10.1257/mac.20160400,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-07-01,3,The Political Economy of Municipal Pension Funding,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2016-0377,NA,10.1257/mac.20160377,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-10-01,4,The Invisible Hand of the Government: Moral Suasion during the European Sovereign Debt Crisis,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2015-0040,NA,10.1257/mac.20150040,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-07-01,3,Do Job Destruction Shocks Matter in the Theory of Unemployment,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2015-0289,NA,10.1257/mac.20150289,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-01-01,1,Climate Policy and Innovation: A Quantitative Macroeconomic Analysis,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2017-0114,NA,10.1257/mac.20170114,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-01-01,1,Demographic Structure and Macroeconomic Trends,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2016-0403,NA,10.1257/mac.20160403,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-04-01,2,Product Turnover and the Cost-of-Living Index: Quality versus Fashion Effects,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2015-0229,NA,10.1257/mac.20150229,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-07-01,3,Is Government Spending at the Zero Lower Bound Desirable?,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2017-0315,NA,10.1257/mac.20170315,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2019-07-01,3,The Intensity of Job Search and Search Duration,11,,1945-7715,2019,TRUE,AEJMacro
AEJMacro-2016-0202,NA,10.1257/mac.20160202,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-01-01,1,Job Search Behavior over the Business Cycle,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2016-0426,NA,10.1257/mac.20160426,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2018-10-01,4,The Gains from Input Trade with Heterogeneous Importers,10,,1945-7715,2018,TRUE,AEJMacro
AEJMacro-2017-0399,NA,10.1257/mac.20170399,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2020-01-01,1,The Impact of Brexit on Foreign Investment and Production,12,,1945-7715,2020,TRUE,AEJMacro
AEJMacro-2020-0073,NA,10.1257/mac.20200073,AEJ:Macro,NA,American Economic Journal: Macroeconomics,2022-01-01,1,Capital Controls for Crisis Management Policy in a Global Economy,14,,1945-7715,2022,TRUE,AEJMacro
AEJMicro-2018-0263,NA,10.1257/mic.20180263,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-11-01,4,Designing Dynamic Research Contests,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2017-0154,NA,10.1257/mic.20170154,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-05-01,2,Cream Skimming and Information Design in Matching Markets,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2016-0337,NA,10.1257/mic.20160337,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-08-01,3,Why Voting? A Welfare Analysis,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2021-0361,NA,10.1257/mic.20210361,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-08-01,3,Decreasing Impatience,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2015-0259,NA,10.1257/mic.20150259,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-08-01,3,A Pseudo-Market Approach to Allocation with Priorities,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2020-0200,NA,10.1257/mic.20200200,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-11-01,4,Too Much Data: Prices and Inefficiencies in Data Markets,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2018-0182,NA,10.1257/mic.20180182,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-05-01,2,"Competition, Product Proliferation, and Welfare: A Study of the US Smartphone Market",12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2015-0216,NA,10.1257/mic.20150216,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-02-01,1,Mutually Consistent Revealed Preference Demand Predictions,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2017-0217,NA,10.1257/mic.20170217,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-02-01,1,Collective Choice in Dynamic Public Good Provision,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2022-0267,NA,10.1257/mic.20220267,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-05-01,2,Severance Pay in an Optimal Contract,17,,1945-7685,2025,TRUE,AEJMicro
AEJMicro-2019-0234,NA,10.1257/mic.20190234,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-02-01,1,Showing Off or Laying Low? The Economics of Psych-outs,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2016-0332,NA,10.1257/mic.20160332,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-05-01,2,Switching Costs and Competition in Retirement Investment,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2021-0126,NA,10.1257/mic.20210126,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-05-01,2,Optimal Task Scheduling under Adverse Selection and Hidden Actions,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2019-0187,NA,10.1257/mic.20190187,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-02-01,1,Regulating Product Communication,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2018-0317,NA,10.1257/mic.20180317,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-11-01,4,Learning Theory and Heterogeneous Play in a Signaling-Game Experiment,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2016-0046,NA,10.1257/mic.20160046,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-02-01,1,How Transparency Kills Information Aggregation: Theory and Experiment,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2022-0056,NA,10.1257/mic.20220056,AEJ:Micro,NA,American Economic Journal: Microeconomics,2024-02-01,1,Social Connectedness and Information Markets,16,,1945-7685,2024,TRUE,AEJMicro
AEJMicro-2018-0313,NA,10.1257/mic.20180313,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-02-01,1,Trust Building in Credence Goods Markets,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2016-0190,NA,10.1257/mic.20160190,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-08-01,3,Preferences and Social Influence,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2021-0112,NA,10.1257/mic.20210112,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-05-01,2,Markets with Within-Type Adverse Selection,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2019-0019,NA,10.1257/mic.20190019,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-08-01,3,A Bargaining-Based Model of Security Design,13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2020-0311,NA,10.1257/mic.20200311,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-11-01,4,Making Elections Work: Accountability with Selection and Control,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2020-0379,NA,10.1257/mic.20200379,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-11-01,4,"Crime, Broken Families, and Punishment",14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2016-0222,NA,10.1257/mic.20160222,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-11-01,4,A Foundation for Efficiency Wage Contracts,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2016-0290,NA,10.1257/mic.20160290,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-05-01,2,A Theory of Indicative Bidding,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2020-0400,NA,10.1257/mic.20200400,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-02-01,1,An Information Theory of Efficient Differential Treatment,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2021-0214,NA,10.1257/mic.20210214,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-08-01,3,Disclosure in Markets for Ratings,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2020-0215,NA,10.1257/mic.20200215,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-11-01,4,What Should a Firm Know? Protecting Consumers’ Privacy Rents,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2016-0129,NA,10.1257/mic.20160129,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-05-01,2,Markets with Multidimensional Private Information,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2019-0059,NA,10.1257/mic.20190059,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-08-01,3,"Acquisition, Aggregation, and Sharing of Information in Sequential-Move Aggregative Games",14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2019-0111,NA,10.1257/mic.20190111,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-11-01,4,"Inequality, Bipolarization, and Tax Progressivity",13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2022-0088,NA,10.1257/mic.20220088,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-08-01,3,Keeping Up with “The Joneses”: Reference-Dependent Choice with Social Comparisons,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2016-0237,NA,10.1257/mic.20160237,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-11-01,4,A Theory of Organizational Dynamics: Internal Politics and Efficiency,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2020-0411,NA,10.1257/mic.20200411,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-02-01,1,A Theory of Stability in Matching with Incomplete Information,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2018-0056,NA,10.1257/mic.20180056,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-05-01,2,Regulatory Competition and the Market for Corporate Law,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2017-0336,NA,10.1257/mic.20170336,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-02-01,1,Within-Industry Specialization and Global Market Power,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2022-0133,NA,10.1257/mic.20220133,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-11-01,4,Optimal Voting Mechanisms on Generalized Single-Peaked Domains,17,,1945-7685,2025,TRUE,AEJMicro
AEJMicro-2018-0240,NA,10.1257/mic.20180240,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-02-01,1,Prediction: The Long and the Short of It,13,,1945-7685,2021,TRUE,AEJMicro
